2025-06-13_09:07:05.511,2.2200,2.2250,2.2200,2.2250,2.2200,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:06.514,2.2250,2.2250,2.2200,2.2250,2.2200,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:07.517,2.2250,2.2250,2.2200,2.2250,2.2200,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:08.519,2.2250,2.2250,2.2250,2.2250,2.2200,0.5700,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:09.523,2.2250,2.2250,2.2250,2.2250,2.2250,2.0100,2.2250,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:10.531,2.2250,2.2250,2.2250,2.2250,2.2250,2.2250,2.2250,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:11.535,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,2.2250,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:12.540,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,2.2250,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:13.544,2.2250,2.2250,2.2250,2.2250,2.2200,2.3050,2.2250,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:14.550,2.2250,2.2250,2.2250,2.2250,2.2250,2.2800,2.2250,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:15.554,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:16.558,-0.0050,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:17.562,1.9800,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:18.567,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:19.572,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2250,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:20.574,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:21.577,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:22.581,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2250,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:23.584,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:24.587,2.2250,2.2250,2.2250,2.2250,2.2200,0.0000,2.2250,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:25.591,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:26.595,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:27.600,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:28.605,0.4000,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:29.608,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:30.611,2.2250,2.2250,2.2250,2.2250,2.2250,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:31.616,2.2250,2.2250,2.2250,2.2250,2.2250,0.1800,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:32.619,2.2250,2.2250,2.2250,2.2250,2.2250,2.2850,2.2250,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:33.623,2.2250,2.2250,2.2250,2.2250,2.2200,2.2750,2.2200,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:34.629,2.2250,2.2250,2.2250,2.2250,2.2200,2.2200,2.2250,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:35.633,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,2.2250,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:36.638,2.2250,2.2250,2.2250,2.2250,2.2200,2.2750,2.2250,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:37.643,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:38.650,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:39.654,2.2250,2.2250,2.2250,2.2250,2.2200,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:40.659,2.2200,2.2250,2.2250,2.2250,2.2200,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:41.663,2.2200,2.2250,2.2250,2.2250,2.2200,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:42.667,2.2200,2.2250,2.2200,2.2250,2.2200,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:43.671,2.2200,2.2250,2.2200,2.2250,2.2200,0.0000,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:44.675,2.2250,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:45.680,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,2.2250,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:46.684,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,2.2250,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:47.689,2.2250,2.2250,2.2250,2.2250,2.2250,2.2250,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:48.693,2.2250,2.2250,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:49.697,2.2250,2.2250,2.2250,2.2250,2.2450,2.2200,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:50.701,-0.0050,2.2250,2.2250,2.2250,2.2250,2.2250,2.2200,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:51.705,-0.0050,2.2250,2.2250,2.2250,2.2250,2.2250,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:52.710,0.0750,2.2250,2.2250,2.2250,2.2250,2.2250,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:53.715,2.2200,2.2250,2.2250,2.2250,2.2200,2.2250,2.2200,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:54.720,2.2200,2.2250,2.2250,2.2250,2.2200,2.2450,2.2200,2.2250,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:55.725,2.2250,2.2250,2.2450,2.2250,2.2200,2.2250,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:56.729,2.2950,2.2250,2.2300,2.2250,2.2250,2.2250,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:57.733,2.2300,2.2250,2.2250,2.2250,2.2200,2.2200,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
2025-06-13_09:07:58.743,2.2200,2.2250,2.2200,2.2250,2.2200,2.2200,2.2200,2.2200,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400,-10.2400
